chrom,geneA,geneB,gidA,gidB,tssA,tssB,dist,bclassA,bclassB,gtypeA,gtypeB,pairclass,dist_tier,bdp_id,in_caco2_505
chr2,FBXO48,APLF,ENSG00000204923.4,ENSG00000169621.10,68467294,68467572,278,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FBXO48_APLF,True
chr2,MCEE,MPHOSPH10,ENSG00000124370.11,ENSG00000124383.9,71130239,71130632,393,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MCEE_MPHOSPH10,True
chr2,PRADC1,CCT7,ENSG00000135617.4,ENSG00000135624.16,73233239,73233420,181,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PRADC1_CCT7,True
chr2,AC005041.1,WDR54,ENSG00000159239.13,ENSG00000005448.16,74421662,74421678,16,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AC005041.1_WDR54,False
chr2,GGCX,VAMP8,ENSG00000115486.12,ENSG00000118640.11,85561547,85561562,15,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GGCX_VAMP8,True
chr2,POLR1A,PTCD3,ENSG00000068654.16,ENSG00000132300.19,86106155,86106223,68,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,POLR1A_PTCD3,True
chr2,ZNF514,ZNF2,ENSG00000144026.12,ENSG00000275111.5,95165413,95165432,19,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF514_ZNF2,True
chr2,TMEM127,CIAO1,ENSG00000135956.8,ENSG00000144021.3,96265994,96266159,165,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM127_CIAO1,True
chr2,ACTR1B,C2orf92,ENSG00000115073.8,ENSG00000228486.10,97664044,97664217,173,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ACTR1B_C2orf92,False
chr2,COA5,UNC50,ENSG00000183513.9,ENSG00000115446.11,98608515,98608579,64,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,COA5_UNC50,True
chr2,TSGA10,AC092587.1,ENSG00000135951.15,ENSG00000273155.1,99154964,99154998,34,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TSGA10_AC092587.1,False
chr2,MITD1,MRPL30,ENSG00000158411.11,ENSG00000185414.20,99181058,99181152,94,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MITD1_MRPL30,True
chr2,TBC1D8,CNOT11,ENSG00000204634.12,ENSG00000158435.8,101252866,101252886,20,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TBC1D8_CNOT11,True
chr2,MFSD9,TMEM182,ENSG00000135953.11,ENSG00000170417.16,102736888,102736905,17,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MFSD9_TMEM182,True
chr2,SEPTIN10,SOWAHC,ENSG00000186522.15,ENSG00000198142.5,109614143,109614364,221,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SEPTIN10_SOWAHC,True
chr2,C2orf76,DBI,ENSG00000186132.15,ENSG00000155368.16,119366834,119366921,87,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,C2orf76_DBI,False
chr2,NIFK,TSN,ENSG00000155438.12,ENSG00000211460.12,121736911,121737103,192,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NIFK_TSN,True
chr2,ZRANB3,R3HDM1,ENSG00000121988.18,ENSG00000048991.16,135531218,135531455,237,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZRANB3_R3HDM1,True
chr2,ACVR1,UPP2,ENSG00000115170.14,ENSG00000007001.12,157875862,157876702,840,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ACVR1_UPP2,False
chr2,CCDC148,PKP4,ENSG00000153237.18,ENSG00000144283.21,158456753,158456964,211,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CCDC148_PKP4,False
chr2,IFIH1,GCA,ENSG00000115267.8,ENSG00000115271.11,162318684,162318840,156,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IFIH1_GCA,True
chr2,CCDC173,PHOSPHO2,ENSG00000154479.13,ENSG00000144362.12,169694405,169694454,49,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CCDC173_PHOSPHO2,False
chr2,SLC25A12,METAP1D,ENSG00000115840.14,ENSG00000172878.14,171999859,171999943,84,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SLC25A12_METAP1D,False
chr2,CIR1,SCRN3,ENSG00000138433.16,ENSG00000144306.15,174395712,174395730,18,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CIR1_SCRN3,True
chr2,NFE2L2,AGPS,ENSG00000116044.16,ENSG00000018510.16,177392697,177392757,60,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NFE2L2_AGPS,True
chr2,PPIL3,NIF3L1,ENSG00000240344.9,ENSG00000196290.15,200889303,200889327,24,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PPIL3_NIF3L1,True
chr2,WDR12,NBEAL1,ENSG00000138442.9,ENSG00000144426.18,203014798,203014879,81,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WDR12_NBEAL1,True
chr2,NDUFS1,EEF1B2,ENSG00000023228.14,ENSG00000114942.14,206159509,206159585,76,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NDUFS1_EEF1B2,True
chr2,MDH1B,FASTKD2,ENSG00000138400.13,ENSG00000118246.14,206765328,206765357,29,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MDH1B_FASTKD2,False
chr2,IDH1,PIKFYVE,ENSG00000138413.13,ENSG00000115020.17,208266074,208266255,181,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IDH1_PIKFYVE,True
chr2,LANCL1,CPS1,ENSG00000115365.12,ENSG00000021826.16,210477652,210477682,30,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LANCL1_CPS1,True
chr2,TNS1,RUFY4,ENSG00000079308.19,ENSG00000188282.12,218033982,218034960,978,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TNS1_RUFY4,False
chr2,AAMP,PNKD,ENSG00000127837.9,ENSG00000127838.14,218270257,218270392,135,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AAMP_PNKD,True
chr2,USP37,CNOT9,ENSG00000135913.11,ENSG00000144580.13,218568351,218568580,229,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,USP37_CNOT9,True
chr2,RNF25,STK36,ENSG00000163481.8,ENSG00000163482.12,218672002,218672069,67,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RNF25_STK36,True
chr2,ATG9A,ANKZF1,ENSG00000198925.12,ENSG00000163516.14,219229717,219229783,66,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATG9A_ANKZF1,True
chr2,COL4A4,COL4A3,ENSG00000081052.12,ENSG00000169031.19,227164453,227164565,112,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,COL4A4_COL4A3,False
chr2,THAP4,ATG4B,ENSG00000176946.12,ENSG00000168397.17,241637158,241637213,55,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,THAP4_ATG4B,True
chr2,DTYMK,ING5,ENSG00000168393.13,ENSG00000168395.15,241686944,241687085,141,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DTYMK_ING5,True
chr20,CENPB,CDC25B,ENSG00000125817.8,ENSG00000101224.17,3786740,3786772,32,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CENPB_CDC25B,True
chr20,PCNA,CDS2,ENSG00000132646.11,ENSG00000101290.14,5126626,5126879,253,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PCNA_CDS2,True
chr20,TRMT6,MCM8,ENSG00000089195.15,ENSG00000125885.13,5950558,5950652,94,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TRMT6_MCM8,True
chr20,ESF1,NDUFAF5,ENSG00000089048.14,ENSG00000101247.18,13784886,13785007,121,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ESF1_NDUFAF5,True
chr20,BFSP1,DSTN,ENSG00000125864.14,ENSG00000125868.16,17569220,17570075,855,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BFSP1_DSTN,True
chr20,SNX5,MGME1,ENSG00000089006.16,ENSG00000125871.14,17968980,17969018,38,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SNX5_MGME1,True
chr20,DZANK1,POLR3F,ENSG00000089091.16,ENSG00000132664.12,18467281,18467389,108,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DZANK1_POLR3F,True
chr20,PLAGL2,POFUT1,ENSG00000126003.7,ENSG00000101346.14,32207743,32207880,137,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PLAGL2_POFUT1,True
chr20,GDF5,CEP250,ENSG00000125965.9,ENSG00000126001.16,35454746,35455164,418,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GDF5_CEP250,False
chr20,TTI1,RPRD1B,ENSG00000101407.13,ENSG00000101413.12,38033461,38033725,264,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TTI1_RPRD1B,True
chr20,WFDC3,DNTTIP1,ENSG00000124116.19,ENSG00000101457.13,45791932,45791954,22,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WFDC3_DNTTIP1,False
chr20,TNNC2,SNX21,ENSG00000101470.10,ENSG00000124104.19,45833745,45833799,54,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TNNC2_SNX21,False
chr20,ACOT8,ZSWIM3,ENSG00000101473.17,ENSG00000132801.7,45857405,45857614,209,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ACOT8_ZSWIM3,True
chr20,DPM1,MOCS3,ENSG00000000419.12,ENSG00000124217.5,50958555,50958818,263,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DPM1_MOCS3,True
chr20,AURKA,CSTF1,ENSG00000087586.17,ENSG00000101138.12,56392337,56392371,34,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AURKA_CSTF1,True
chr20,SYCP2,FAM217B,ENSG00000196074.13,ENSG00000196227.11,59933655,59933764,109,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SYCP2_FAM217B,True
chr20,PSMA7,SS18L1,ENSG00000101182.15,ENSG00000184402.15,62143440,62143769,329,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PSMA7_SS18L1,True
chr20,DIDO1,GID8,ENSG00000101191.16,ENSG00000101193.8,62937952,62938147,195,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DIDO1_GID8,True
chr20,NKAIN4,ARFGAP1,ENSG00000101198.15,ENSG00000101199.13,63272694,63272785,91,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NKAIN4_ARFGAP1,False
chr20,SRMS,FNDC11,ENSG00000125508.3,ENSG00000125531.7,63547504,63547891,387,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SRMS_FNDC11,False
chr20,STMN3,RTEL1,ENSG00000197457.10,ENSG00000258366.8,63657682,63657810,128,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,STMN3_RTEL1,False
chr20,ARFRP1,AL121845.3,ENSG00000101246.20,ENSG00000273154.3,63708025,63708864,839,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ARFRP1_AL121845.3,False
chr20,SOX18,TCEA2,ENSG00000203883.7,ENSG00000171703.17,64049639,64049836,197,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SOX18_TCEA2,False
chr20,RGS19,OPRL1,ENSG00000171700.14,ENSG00000125510.17,64079988,64080082,94,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RGS19_OPRL1,False
chr21,PIGP,TTC3,ENSG00000185808.13,ENSG00000182670.13,37073170,37073226,56,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PIGP_TTC3,True
chr21,LCA5L,SH3BGR,ENSG00000157578.13,ENSG00000185437.13,39445805,39445855,50,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LCA5L_SH3BGR,False
chr21,WDR4,NDUFV3,ENSG00000160193.12,ENSG00000160194.18,42879568,42879644,76,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,WDR4_NDUFV3,True
chr21,HSF2BP,RRP1B,ENSG00000160207.9,ENSG00000160208.13,43659488,43659560,72,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HSF2BP_RRP1B,True
chr21,MCM3AP,YBEY,ENSG00000160294.11,ENSG00000182362.14,46286297,46286342,45,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MCM3AP_YBEY,True
chr21,C21orf58,PCNT,ENSG00000160298.17,ENSG00000160299.17,46323875,46324141,266,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,C21orf58_PCNT,True
chr22,ATP6V1E1,BCL2L13,ENSG00000131100.13,ENSG00000099968.18,17628749,17628855,106,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATP6V1E1_BCL2L13,True
chr22,UFD1,CDC45,ENSG00000070010.19,ENSG00000093009.10,19479202,19479457,255,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,UFD1_CDC45,True
chr22,ARVCF,TANGO2,ENSG00000099889.14,ENSG00000183597.16,20016823,20017014,191,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ARVCF_TANGO2,False
chr22,KLHL22,MED15,ENSG00000099910.17,ENSG00000099917.17,20495844,20495913,69,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,KLHL22_MED15,True
chr22,RSPH14,RAB36,ENSG00000100218.12,ENSG00000100228.12,23145021,23145326,305,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RSPH14_RAB36,False
chr22,GUCD1,SNRPD3,ENSG00000138867.16,ENSG00000100028.12,24555935,24555958,23,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GUCD1_SNRPD3,True
chr22,HPS4,SRRD,ENSG00000100099.20,ENSG00000100104.13,26483837,26483877,40,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HPS4_SRRD,True
chr22,ZMAT5,UQCR10,ENSG00000100319.13,ENSG00000184076.13,29767011,29767369,358,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZMAT5_UQCR10,False
chr22,FAM227A,CBY1,ENSG00000184949.16,ENSG00000100211.10,38656629,38656636,7,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FAM227A_CBY1,False
chr22,ST13,XPNPEP3,ENSG00000100380.14,ENSG00000196236.13,40856639,40857077,438,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ST13_XPNPEP3,True
chr22,PHF5A,ACO2,ENSG00000100410.8,ENSG00000100412.16,41468692,41469117,425,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PHF5A_ACO2,True
chr22,DESI1,XRCC6,ENSG00000100418.8,ENSG00000196419.12,41621043,41621119,76,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DESI1_XRCC6,True
chr22,SMC1B,RIBC2,ENSG00000077935.17,ENSG00000128408.9,45413619,45413693,74,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SMC1B_RIBC2,True
chr22,LMF2,NCAPH2,ENSG00000100258.18,ENSG00000025770.19,50507702,50508224,522,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LMF2_NCAPH2,True
chr3,IL5RA,TRNT1,ENSG00000091181.19,ENSG00000072756.17,3126613,3126933,320,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IL5RA_TRNT1,False
chr3,TADA3,ARPC4-TTLL3,ENSG00000171148.13,ENSG00000250151.9,9793011,9793082,71,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TADA3_ARPC4-TTLL3,False
chr3,CHCHD4,TMEM43,ENSG00000163528.13,ENSG00000170876.7,14124870,14124940,70,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CHCHD4_TMEM43,True
chr3,XPC,LSM3,ENSG00000154767.14,ENSG00000170860.4,14178783,14178817,34,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,XPC_LSM3,True
chr3,DPH3,OXNAD1,ENSG00000154813.10,ENSG00000154814.14,16264969,16265160,191,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DPH3_OXNAD1,True
chr3,EFHB,RAB5A,ENSG00000163576.18,ENSG00000144566.11,19947025,19947097,72,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EFHB_RAB5A,False
chr3,AZI2,AC098650.1,ENSG00000163512.14,ENSG00000283563.1,28349050,28349178,128,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AZI2_AC098650.1,False
chr3,EPM2AIP1,MLH1,ENSG00000178567.8,ENSG00000076242.14,36993131,36993332,201,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EPM2AIP1_MLH1,True
chr3,SCN11A,WDR48,ENSG00000168356.12,ENSG00000114742.14,39051941,39052013,72,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,SCN11A_WDR48,False
chr3,HIGD1A,ACKR2,ENSG00000181061.13,ENSG00000144648.16,42804531,42804752,221,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HIGD1A_ACKR2,False
chr3,KIAA1143,KIF15,ENSG00000163807.6,ENSG00000163808.17,44761619,44761721,102,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,KIAA1143_KIF15,True
chr3,ALS2CL,TMIE,ENSG00000178038.17,ENSG00000181585.6,46693704,46694528,824,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ALS2CL_TMIE,False
chr3,MST1,RNF123,ENSG00000173531.15,ENSG00000164068.16,49689501,49689538,37,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MST1_RNF123,True
chr3,NPRL2,Z84492.1,ENSG00000114388.14,ENSG00000272104.1,50350826,50350892,66,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NPRL2_Z84492.1,False
chr3,RRP9,PARP3,ENSG00000114767.7,ENSG00000041880.14,51941904,51942345,441,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RRP9_PARP3,True
chr3,BAP1,PHF7,ENSG00000163930.10,ENSG00000010318.21,52410008,52410660,652,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,BAP1_PHF7,False
chr3,CHDH,IL17RB,ENSG00000016391.11,ENSG00000056736.10,53846419,53846568,149,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CHDH_IL17RB,True
chr3,HESX1,APPL1,ENSG00000163666.10,ENSG00000157500.12,57227606,57227726,120,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HESX1_APPL1,False
chr3,THOC7,ATXN7,ENSG00000163634.12,ENSG00000285258.1,63863868,63864557,689,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,THOC7_ATXN7,False
chr3,CGGBP1,C3orf38,ENSG00000163320.11,ENSG00000179021.10,88149885,88149959,74,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CGGBP1_C3orf38,True
chr3,PROS1,ARL13B,ENSG00000184500.15,ENSG00000169379.16,93980003,93980139,136,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PROS1_ARL13B,True
chr3,TOMM70,LNP1,ENSG00000154174.8,ENSG00000206535.8,100401089,100401532,443,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TOMM70_LNP1,True
chr3,CIP2A,DZIP3,ENSG00000163507.14,ENSG00000198919.13,108589644,108589705,61,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CIP2A_DZIP3,True
chr3,MORC1,C3orf85,ENSG00000114487.10,ENSG00000241224.8,109118134,109118252,118,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MORC1_C3orf85,False
chr3,NAA50,ATP6V1A,ENSG00000121579.13,ENSG00000114573.10,113746300,113747033,733,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NAA50_ATP6V1A,True
chr3,IGSF11,TEX55,ENSG00000144847.13,ENSG00000163424.9,119146068,119146151,83,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IGSF11_TEX55,False
chr3,TMEM39A,POGLUT1,ENSG00000176142.13,ENSG00000163389.12,119468830,119468963,133,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TMEM39A_POGLUT1,True
chr3,IQCB1,EAF2,ENSG00000173226.17,ENSG00000145088.9,121835079,121835183,104,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IQCB1_EAF2,False
chr3,CCDC58,FAM162A,ENSG00000160124.9,ENSG00000114023.15,122383231,122384176,945,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CCDC58_FAM162A,True
chr3,TPRA1,MCM2,ENSG00000163870.16,ENSG00000073111.14,127598267,127598410,143,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TPRA1_MCM2,True
chr3,FOXL2,FOXL2NB,ENSG00000183770.7,ENSG00000206262.9,138947137,138947217,80,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FOXL2_FOXL2NB,False
chr3,PAQR9,U2SURP,ENSG00000188582.9,ENSG00000163714.18,142963674,142964497,823,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PAQR9_U2SURP,False
chr3,PDCD10,SERPINI1,ENSG00000114209.15,ENSG00000163536.12,167734939,167735243,304,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PDCD10_SERPINI1,False
chr3,MRPL47,NDUFB5,ENSG00000136522.14,ENSG00000136521.13,179604649,179604690,41,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,MRPL47_NDUFB5,True
chr3,ALG3,EEF1AKMT4,ENSG00000214160.10,ENSG00000284753.1,184249548,184249650,102,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ALG3_EEF1AKMT4,True
chr3,CLCN2,POLR2H,ENSG00000114859.16,ENSG00000163882.9,184361650,184361718,68,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CLCN2_POLR2H,True
chr3,EHHADH,MAP3K13,ENSG00000113790.11,ENSG00000073803.14,185281990,185282941,951,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,EHHADH_MAP3K13,True
chr3,CLDN1,CLDN16,ENSG00000163347.6,ENSG00000113946.3,190322446,190322541,95,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CLDN1_CLDN16,False
chr3,ATP13A4,OPA1,ENSG00000127249.15,ENSG00000198836.10,193593111,193593144,33,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ATP13A4_OPA1,False
chr3,ZDHHC19,SLC51A,ENSG00000163958.14,ENSG00000163959.10,196211437,196211487,50,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZDHHC19_SLC51A,False
chr3,NCBP2,NCBP2AS2,ENSG00000114503.11,ENSG00000270170.2,196942594,196942674,80,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NCBP2_NCBP2AS2,True
chr3,IQCG,LMLN,ENSG00000114473.14,ENSG00000185621.11,197960142,197960200,58,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,IQCG_LMLN,True
chr4,ZNF721,PIGG,ENSG00000182903.16,ENSG00000174227.16,499156,499210,54,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZNF721_PIGG,True
chr4,GAK,TMEM175,ENSG00000178950.17,ENSG00000127419.17,932373,932387,14,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GAK_TMEM175,True
chr4,DGKQ,IDUA,ENSG00000145214.14,ENSG00000127415.13,986895,986997,102,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DGKQ_IDUA,False
chr4,NELFA,C4orf48,ENSG00000185049.16,ENSG00000243449.6,2041903,2041993,90,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NELFA_C4orf48,True
chr4,ZFYVE28,CFAP99,ENSG00000159733.13,ENSG00000206113.10,2418663,2418974,311,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZFYVE28_CFAP99,False
chr4,NOP14,GRK4,ENSG00000087269.16,ENSG00000125388.20,2963406,2963571,165,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NOP14_GRK4,True
chr4,LYAR,ZBTB49,ENSG00000145220.14,ENSG00000168826.16,4290154,4290251,97,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,LYAR_ZBTB49,True
chr4,DCAF16,NCAPG,ENSG00000163257.11,ENSG00000109805.10,17810758,17810979,221,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,DCAF16_NCAPG,True
chr4,RPL9,LIAS,ENSG00000163682.16,ENSG00000121897.15,39458949,39459004,55,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RPL9_LIAS,True
chr4,GABRA4,GABRB1,ENSG00000109158.11,ENSG00000163288.14,46993581,46993723,142,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GABRA4_GABRB1,False
chr4,PPAT,PAICS,ENSG00000128059.8,ENSG00000128050.8,56435615,56435741,126,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PPAT_PAICS,True
chr4,NOA1,POLR2B,ENSG00000084092.7,ENSG00000047315.16,56977606,56977722,116,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NOA1_POLR2B,True
chr4,G3BP2,USO1,ENSG00000138757.14,ENSG00000138768.14,75724525,75724593,68,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,G3BP2_USO1,True
chr4,HNRNPDL,ENOPH1,ENSG00000152795.17,ENSG00000145293.16,82430408,82430590,182,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HNRNPDL_ENOPH1,True
chr4,HELQ,MRPS18C,ENSG00000163312.11,ENSG00000163319.11,83455855,83455932,77,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,HELQ_MRPS18C,True
chr4,PYURF,AC098582.1,ENSG00000145337.5,ENSG00000287542.1,88523776,88523810,34,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,PYURF_AC098582.1,False
chr4,FAM13A,TIGD2,ENSG00000138640.15,ENSG00000180346.3,89111398,89111500,102,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,FAM13A_TIGD2,True
chr4,UBE2D3,CISD2,ENSG00000109332.20,ENSG00000145354.12,102868896,102868974,78,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,UBE2D3_CISD2,True
chr4,ZGRF1,LARP7,ENSG00000138658.15,ENSG00000174720.16,112636995,112637107,112,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,ZGRF1_LARP7,True
chr4,NUDT6,SPATA5,ENSG00000170917.14,ENSG00000145375.8,122922968,122923078,110,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NUDT6_SPATA5,False
chr4,AC098588.2,ABCE1,ENSG00000285713.1,ENSG00000164163.11,145098174,145098288,114,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,AC098588.2_ABCE1,False
chr4,TIGD4,ARFIP1,ENSG00000169989.3,ENSG00000164144.16,152779730,152779937,207,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,TIGD4_ARFIP1,False
chr4,NEK1,CLCN3,ENSG00000137601.16,ENSG00000109572.14,169612629,169612633,4,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,NEK1_CLCN3,True
chr4,GLRA3,ADAM29,ENSG00000145451.13,ENSG00000168594.15,174829247,174829668,421,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,GLRA3_ADAM29,False
chr4,RWDD4,TRAPPC11,ENSG00000182552.15,ENSG00000168538.16,183659203,183659267,64,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,RWDD4_TRAPPC11,True
chr4,CASP3,PRIMPOL,ENSG00000164305.19,ENSG00000164306.11,184649509,184649667,158,pc,pc,protein_coding,protein_coding,pc-pc,<=1kb,CASP3_PRIMPOL,True
